   0   0   0 255     64   0 255 254    128   1 255   0    192 255 252   0   
   1   0   3 255     65   0 255 249    129   5 255   0    193 255 247   0   
   2   0   7 255     66   0 255 246    130   9 255   0    194 255 244   0   
   3   0  11 255     67   0 255 241    131  13 255   0    195 255 239   0   
   4   0  15 255     68   0 255 238    132  17 255   0    196 255 236   0   
   5   0  19 255     69   0 255 233    133  21 255   0    197 255 231   0   
   6   0  23 255     70   0 255 230    134  25 255   0    198 255 228   0   
   7   0  27 255     71   0 255 225    135  29 255   0    199 255 223   0   
   8   0  31 255     72   0 255 222    136  33 255   0    200 255 220   0   
   9   0  35 255     73   0 255 217    137  37 255   0    201 255 215   0   
  10   0  39 255     74   0 255 214    138  41 255   0    202 255 212   0   
  11   0  43 255     75   0 255 209    139  45 255   0    203 255 207   0   
  12   0  47 255     76   0 255 206    140  49 255   0    204 255 204   0   
  13   0  51 255     77   0 255 201    141  53 255   0    205 255 199   0   
  14   0  55 255     78   0 255 198    142  57 255   0    206 255 196   0   
  15   0  59 255     79   0 255 193    143  61 255   0    207 255 191   0   
  16   0  63 255     80   0 255 190    144  66 255   0    208 255 188   0   
  17   0  67 255     81   0 255 185    145  70 255   0    209 255 183   0   
  18   0  71 255     82   0 255 182    146  74 255   0    210 255 180   0   
  19   0  75 255     83   0 255 177    147  78 255   0    211 255 175   0   
  20   0  79 255     84   0 255 174    148  82 255   0    212 255 172   0   
  21   0  83 255     85   0 255 169    149  86 255   0    213 255 167   0   
  22   0  87 255     86   0 255 166    150  90 255   0    214 255 164   0   
  23   0  91 255     87   0 255 161    151  94 255   0    215 255 159   0   
  24   0  95 255     88   0 255 158    152  98 255   0    216 255 156   0   
  25   0  99 255     89   0 255 153    153 102 255   0    217 255 151   0   
  26   0 103 255     90   0 255 150    154 106 255   0    218 255 148   0   
  27   0 107 255     91   0 255 145    155 110 255   0    219 255 143   0   
  28   0 111 255     92   0 255 142    156 114 255   0    220 255 140   0   
  29   0 115 255     93   0 255 137    157 118 255   0    221 255 135   0   
  30   0 119 255     94   0 255 134    158 122 255   0    222 255 132   0   
  31   0 123 255     95   0 255 129    159 126 255   0    223 255 127   0   
  32   0 127 255     96   0 255 126    160 129 255   0    224 255 123   0   
  33   0 132 255     97   0 255 122    161 134 255   0    225 255 119   0   
  34   0 135 255     98   0 255 118    162 137 255   0    226 255 115   0   
  35   0 140 255     99   0 255 114    163 142 255   0    227 255 111   0   
  36   0 143 255    100   0 255 110    164 145 255   0    228 255 107   0   
  37   0 148 255    101   0 255 106    165 150 255   0    229 255 103   0   
  38   0 151 255    102   0 255 102    166 153 255   0    230 255  99   0   
  39   0 156 255    103   0 255  98    167 158 255   0    231 255  95   0   
  40   0 159 255    104   0 255  94    168 161 255   0    232 255  91   0   
  41   0 164 255    105   0 255  90    169 166 255   0    233 255  87   0   
  42   0 167 255    106   0 255  86    170 169 255   0    234 255  83   0   
  43   0 172 255    107   0 255  82    171 174 255   0    235 255  79   0   
  44   0 175 255    108   0 255  78    172 177 255   0    236 255  75   0   
  45   0 180 255    109   0 255  74    173 182 255   0    237 255  71   0   
  46   0 183 255    110   0 255  70    174 185 255   0    238 255  67   0   
  47   0 188 255    111   0 255  66    175 190 255   0    239 255  63   0   
  48   0 191 255    112   0 255  61    176 193 255   0    240 255  59   0   
  49   0 196 255    113   0 255  57    177 198 255   0    241 255  55   0   
  50   0 199 255    114   0 255  53    178 201 255   0    242 255  51   0   
  51   0 204 255    115   0 255  49    179 206 255   0    243 255  47   0   
  52   0 207 255    116   0 255  45    180 209 255   0    244 255  43   0   
  53   0 212 255    117   0 255  41    181 214 255   0    245 255  39   0   
  54   0 215 255    118   0 255  37    182 217 255   0    246 255  35   0   
  55   0 220 255    119   0 255  33    183 222 255   0    247 255  31   0   
  56   0 223 255    120   0 255  29    184 225 255   0    248 255  27   0   
  57   0 228 255    121   0 255  25    185 230 255   0    249 255  23   0   
  58   0 231 255    122   0 255  21    186 233 255   0    250 255  19   0   
  59   0 236 255    123   0 255  17    187 238 255   0    251 255  15   0   
  60   0 239 255    124   0 255  13    188 241 255   0    252 255  11   0   
  61   0 244 255    125   0 255   9    189 246 255   0    253 255   7   0   
  62   0 247 255    126   0 255   5    190 249 255   0    254 255   3   0   
  63   0 252 255    127   0 255   1    191 254 255   0    255 255   0   0   
